model,down_sample_rate,feature_selection,accuracy_overall,accuracy_N,accuracy_L,accuracy_R,accuracy_B,false_positives,misclassifications,num_events
KNN #2: K = 5,100,none,0.9225404563612972,0.938468067048589,0.9034600598035027,0.8981164383561644,0.8498498498498499,8,14,813
KNN #2: K = 5,100,none,0.92260816575259,0.9403776787608742,0.8979068774028193,0.8959760273972602,0.8513513513513513,11,15,813
Logistic Regression #6: Elasticnet ratio=0.25,100,none,0.7666734376057959,0.9489709314661574,0.4169158479282357,0.476027397260274,0.4354354354354354,6,354,813
Logistic Regression #6: Elasticnet ratio=0.25,100,none,0.7676213690838919,0.9507744536388713,0.4199060230670653,0.4721746575342466,0.4339339339339339,5,357,813
Logistic Regression #6: Elasticnet ratio=0.25,100,none,0.7695172320400839,0.9513049013367282,0.4173430158052114,0.4863013698630137,0.4279279279279279,6,350,813
Logistic Regression #6: Elasticnet ratio=0.25,100,none,0.7682984629968177,0.9507744536388713,0.421614694574968,0.476027397260274,0.4294294294294294,6,355,813
Logistic Regression #6: Elasticnet ratio=0.25,100,none,0.7676890784751845,0.9495013791640144,0.4246048697137975,0.4738869863013699,0.4309309309309309,6,357,813
Logistic Regression #6: Elasticnet ratio=0.25,100,none,0.7693818132574988,0.9503500954805856,0.4250320375907732,0.480736301369863,0.4309309309309309,6,351,813
Logistic Regression #6: Elasticnet ratio=0.25,100,none,0.767282822127429,0.9498196477827286,0.4207603588210166,0.4764554794520548,0.4219219219219219,5,356,813
Logistic Regression #6: Elasticnet ratio=0.25,100,none,0.7685015911706954,0.9499257373223,0.4246048697137975,0.4781678082191781,0.4279279279279279,6,355,813
Logistic Regression #6: Elasticnet ratio=0.25,100,none,0.7694495226487914,0.9510927222575856,0.4186245194361384,0.480736301369863,0.4444444444444444,6,350,813
Logistic Regression #6: Elasticnet ratio=0.25,100,none,0.7678244972577697,0.9493952896244432,0.4194788551900897,0.4777397260273973,0.4399399399399399,7,352,813
Random Forest #1:,200,none,0.9318166429683796,0.9561850201570126,0.8944895343870141,0.8959760273972602,0.8438438438438438,4,22,813
Random Forest #1:,200,none,0.9314103866206244,0.9572459155527264,0.8880820162323794,0.8972602739726028,0.8378378378378378,4,26,813
Random Forest #1:,200,none,0.9321551899248426,0.9557606619987268,0.8966253737718923,0.8976883561643836,0.8438438438438438,6,25,813
Random Forest #1:,200,none,0.9326968650551832,0.9550180352217272,0.895771038017941,0.9006849315068494,0.8588588588588588,4,20,813
Random Forest #1:,200,none,0.9319520617509648,0.9569276469340124,0.8953438701409654,0.896832191780822,0.8303303303303303,5,28,813
Random Forest #1:,200,none,0.9327645744464758,0.9558667515382984,0.8966253737718923,0.9032534246575342,0.8363363363363363,4,27,813
Random Forest #1:,200,none,0.9307332927076986,0.9561850201570126,0.8953438701409654,0.8934075342465754,0.8258258258258259,4,25,813
Random Forest #1:,200,none,0.9303947457512356,0.9554423933800128,0.8923536950021358,0.8951198630136986,0.8333333333333334,4,27,813
Random Forest #1:,200,none,0.9322906087074276,0.956291109696584,0.8919265271251602,0.9002568493150684,0.8468468468468469,4,23,813
Random Forest #1:,200,none,0.9318166429683796,0.9553363038404412,0.898334045279795,0.8985445205479452,0.8333333333333334,5,26,813
SVM #3: RBF,200,none,0.9050714334078136,0.9598981540420116,0.7953865869286629,0.8754280821917808,0.6186186186186187,8,57,813
SVM #3: RBF,200,none,0.9064256212336652,0.9601103331211542,0.7953865869286629,0.8784246575342466,0.6351351351351351,8,53,813
SVM #3: RBF,200,none,0.9070350057552984,0.961383407596011,0.7945322511747117,0.877568493150685,0.6366366366366366,8,53,813
SVM #3: RBF,200,none,0.9028370234951588,0.9601103331211542,0.775736864587783,0.8767123287671232,0.6306306306306306,9,61,813
SVM #3: RBF,200,none,0.9059516554946172,0.9604286017398684,0.7945322511747117,0.8745719178082192,0.6366366366366366,8,54,813
SVM #3: RBF,200,none,0.9073058433204686,0.9609590494377256,0.8009397693293464,0.8754280821917808,0.6336336336336337,8,50,813
SVM #3: RBF,200,none,0.9041912113210102,0.9595798854232972,0.7872703972661256,0.8762842465753424,0.6291291291291291,8,57,813
SVM #3: RBF,200,none,0.9055453991468616,0.9610651389772968,0.7851345578812473,0.8779965753424658,0.6396396396396397,8,58,813
SVM #3: RBF,200,none,0.905816236712032,0.960852959898154,0.7864160615121742,0.8767123287671232,0.6486486486486487,7,56,813
SVM #3: RBF,200,none,0.9068995869727132,0.9606407808190112,0.8000854335753951,0.8767123287671232,0.6276276276276276,8,54,813
KNN #2: K = 5,200,none,0.9233529690568082,0.9397411415234458,0.9000427167876975,0.9011130136986302,0.8513513513513513,7,16,813
KNN #2: K = 5,200,none,0.924030062969734,0.942181200933588,0.8940623665100385,0.9011130136986302,0.8528528528528528,11,17,813
KNN #2: K = 5,200,none,0.9243686099261968,0.9412263950774452,0.8932080307560871,0.9049657534246576,0.8633633633633634,8,16,813
KNN #2: K = 5,200,none,0.924165481752319,0.9404837683004456,0.897052541648868,0.903681506849315,0.8603603603603603,10,16,813
KNN #2: K = 5,200,none,0.9218633624483716,0.9387863356673032,0.8940623665100385,0.9011130136986302,0.8528528528528528,8,17,813
KNN #2: K = 5,200,none,0.920847721578983,0.939528962444303,0.8833831695856471,0.9058219178082192,0.8408408408408409,9,17,813
KNN #2: K = 5,200,none,0.9226758751438824,0.940589857840017,0.8919265271251602,0.9019691780821918,0.8498498498498499,7,16,813
KNN #2: K = 5,200,none,0.9205768840138128,0.9385741565881603,0.8932080307560871,0.8976883561643836,0.8423423423423423,10,19,813
KNN #2: K = 5,200,none,0.9243009005349042,0.9433481858688734,0.8906450234942332,0.9006849315068494,0.8558558558558559,9,19,813
KNN #2: K = 5,200,none,0.923082131491638,0.9406959473795884,0.8953438701409654,0.8994006849315068,0.8543543543543544,10,17,813
Logistic Regression #6: Elasticnet ratio=0.25,200,none,0.7645744464757261,0.9500318268618714,0.4271678769756514,0.4507705479452055,0.4264264264264264,5,375,813
Logistic Regression #6: Elasticnet ratio=0.25,200,none,0.7657255061277,0.9511988117971568,0.430158052114481,0.4503424657534247,0.4264264264264264,6,377,813
Logistic Regression #6: Elasticnet ratio=0.25,200,none,0.7680276254316474,0.9535327816677276,0.4340025630072618,0.449486301369863,0.4339339339339339,4,374,813
Logistic Regression #6: Elasticnet ratio=0.25,200,none,0.7653192497799445,0.9518353490345852,0.4284493806065784,0.4464897260273973,0.4279279279279279,6,373,813
Logistic Regression #6: Elasticnet ratio=0.25,200,none,0.7667411469970885,0.9517292594950136,0.4263135412217001,0.4619006849315068,0.4144144144144144,6,369,813
Logistic Regression #6: Elasticnet ratio=0.25,200,none,0.766199471866748,0.9532145130490134,0.4305852199914566,0.4413527397260274,0.4384384384384384,5,378,813
Logistic Regression #6: Elasticnet ratio=0.25,200,none,0.7667411469970885,0.9517292594950136,0.428876548483554,0.4511986301369863,0.4429429429429429,4,370,813
Logistic Regression #6: Elasticnet ratio=0.25,200,none,0.7676213690838919,0.953638871207299,0.4314395557454079,0.4499143835616438,0.4309309309309309,5,373,813
Logistic Regression #6: Elasticnet ratio=0.25,200,none,0.7655900873451148,0.952365796732442,0.4263135412217001,0.4473458904109589,0.4309309309309309,5,380,813
Logistic Regression #6: Elasticnet ratio=0.25,200,none,0.7651161216060668,0.9513049013367282,0.4322938914993592,0.4456335616438356,0.4204204204204204,6,375,813
Random Forest #1:,500,none,0.9279572076647032,0.9511988117971568,0.8953438701409654,0.8934075342465754,0.8348348348348348,5,23,813
Random Forest #1:,500,none,0.9282280452298732,0.9533206025885848,0.8893635198633063,0.8938356164383562,0.8303303303303303,5,29,813
Random Forest #1:,500,none,0.9270769855778996,0.9519414385741566,0.887227680478428,0.891695205479452,0.8393393393393394,5,25,813
Random Forest #1:,500,none,0.9301239081860654,0.9550180352217272,0.8944895343870141,0.896404109589041,0.8213213213213213,5,25,813
Random Forest #1:,500,none,0.9308687114902836,0.9554423933800128,0.8949167022639898,0.8951198630136986,0.8348348348348348,4,26,813
Random Forest #1:,500,none,0.929243686099262,0.9559728410778696,0.8940623665100385,0.8865582191780822,0.8243243243243243,5,27,813
Random Forest #1:,500,none,0.9305978739251134,0.9575641841714408,0.8863733447244767,0.8959760273972602,0.8258258258258259,4,27,813
Random Forest #1:,500,none,0.930191617577358,0.9563971992361552,0.888509184109355,0.8976883561643836,0.8198198198198198,4,29,813
Random Forest #1:,500,none,0.9279572076647032,0.9543814979842988,0.8829560017086715,0.8951198630136986,0.8273273273273273,4,28,813
Random Forest #1:,500,none,0.9321551899248426,0.956609378315298,0.898334045279795,0.8925513698630136,0.8438438438438438,3,25,813
SVM #3: RBF,500,none,0.8920035208883472,0.9535327816677276,0.7202050405809484,0.884417808219178,0.6516516516516516,6,94,813
SVM #3: RBF,500,none,0.8915295551492992,0.9532145130490134,0.719350704826997,0.8839897260273972,0.6501501501501501,9,95,813
SVM #3: RBF,500,none,0.8938316744532466,0.9526840653511564,0.7368645877829987,0.8818493150684932,0.6546546546546547,9,84,813
SVM #3: RBF,500,none,0.8947796059313426,0.9539571398260132,0.7317385732592909,0.8904109589041096,0.6456456456456456,10,91,813
SVM #3: RBF,500,none,0.8923420678448101,0.953638871207299,0.7244767193507048,0.882277397260274,0.6501501501501501,10,95,813
SVM #3: RBF,500,none,0.8973525628004604,0.9558667515382984,0.7385732592909013,0.8891267123287672,0.6561561561561562,8,86,813
SVM #3: RBF,500,none,0.895524409235561,0.9540632293655844,0.7407090986757796,0.8831335616438356,0.6546546546546547,8,85,813
SVM #3: RBF,500,none,0.8953212810616833,0.9560789306174412,0.729175565997437,0.884845890410959,0.6561561561561562,7,87,813
SVM #3: RBF,500,none,0.8941702214097095,0.9560789306174412,0.7244767193507048,0.8839897260273972,0.6501501501501501,8,91,813
SVM #3: RBF,500,none,0.8976911097569232,0.9545936770634416,0.7449807774455361,0.8882705479452054,0.6621621621621622,8,80,813
KNN #2: K = 5,500,none,0.9206445934051052,0.936876723955018,0.9000427167876975,0.9002568493150684,0.8348348348348348,8,18,813
KNN #2: K = 5,500,none,0.9218633624483716,0.9385741565881603,0.8987612131567706,0.9019691780821918,0.8363363363363363,7,17,813
KNN #2: K = 5,500,none,0.9210508497528608,0.9381497984298748,0.9000427167876975,0.8985445205479452,0.8318318318318318,8,17,813
KNN #2: K = 5,500,none,0.9225404563612972,0.938998514746446,0.905595899188381,0.901541095890411,0.8228228228228228,8,18,813
KNN #2: K = 5,500,none,0.9207800121876905,0.9370889030341608,0.9060230670653568,0.8972602739726028,0.8243243243243243,8,16,813
KNN #2: K = 5,500,none,0.9214571061006162,0.9398472310630172,0.898334045279795,0.8959760273972602,0.8318318318318318,8,15,813
KNN #2: K = 5,500,none,0.9190195680140836,0.938468067048589,0.8949167022639898,0.894263698630137,0.8153153153153153,8,20,813
KNN #2: K = 5,500,none,0.9196966619270092,0.9375132611924464,0.898334045279795,0.9006849315068494,0.8093093093093093,10,21,813
KNN #2: K = 5,500,none,0.9214571061006162,0.938998514746446,0.8889363519863306,0.9071061643835616,0.8378378378378378,8,16,813
KNN #2: K = 5,500,none,0.9201706276660572,0.9382558879694464,0.897052541648868,0.8981164383561644,0.8228228228228228,7,20,813
Logistic Regression #6: Elasticnet ratio=0.25,500,none,0.7695849414313766,0.9476978569913006,0.447244767193507,0.4837328767123288,0.3843843843843844,2,360,813
Logistic Regression #6: Elasticnet ratio=0.25,500,none,0.7703297447355948,0.9473795883725864,0.4463904314395557,0.488013698630137,0.3933933933933934,3,357,813
Logistic Regression #6: Elasticnet ratio=0.25,500,none,0.7697880696052543,0.9465308720560152,0.4446817599316531,0.488013698630137,0.3993993993993994,2,357,813
Logistic Regression #6: Elasticnet ratio=0.25,500,none,0.7703297447355948,0.9479100360704434,0.4459632635625801,0.4884417808219178,0.3858858858858859,3,355,813
Logistic Regression #6: Elasticnet ratio=0.25,500,none,0.7701943259530096,0.9471674092934436,0.448526270824434,0.4841609589041096,0.3993993993993994,3,355,813
Logistic Regression #6: Elasticnet ratio=0.25,500,none,0.7697880696052543,0.9471674092934436,0.4455360956856044,0.4918664383561644,0.3738738738738739,3,357,813
Logistic Regression #6: Elasticnet ratio=0.25,500,none,0.7683661723881102,0.9455760661998728,0.4425459205467749,0.488013698630137,0.3888888888888889,3,359,813
Logistic Regression #6: Elasticnet ratio=0.25,500,none,0.7694495226487914,0.9473795883725864,0.4455360956856044,0.4837328767123288,0.3918918918918919,3,355,813
Logistic Regression #6: Elasticnet ratio=0.25,500,none,0.7719547701266165,0.9493952896244432,0.4476719350704827,0.4897260273972603,0.3903903903903903,2,354,813
Logistic Regression #6: Elasticnet ratio=0.25,500,none,0.7690432663010359,0.948334394228729,0.4434002563007261,0.4811643835616438,0.3858858858858859,2,365,813
Random Forest #1:,1000,none,0.9218633624483716,0.9507744536388713,0.8697137975224263,0.8951198630136986,0.7897897897897898,6,33,813
Random Forest #1:,1000,none,0.9217279436657864,0.9490770210057288,0.8718496369073045,0.8955479452054794,0.8018018018018018,7,28,813
Random Forest #1:,1000,none,0.9261290540998036,0.9544875875238702,0.8756941478000855,0.8981164383561644,0.8003003003003003,7,31,813
Random Forest #1:,1000,none,0.9257905071433408,0.9510927222575856,0.881247330200769,0.9002568493150684,0.8138138138138138,8,27,813
Random Forest #1:,1000,none,0.9243686099261968,0.9524718862720136,0.8791114908158907,0.8908390410958904,0.8033033033033034,6,30,813
Random Forest #1:,1000,none,0.9239623535784414,0.953108423509442,0.8667236223835968,0.896832191780822,0.8078078078078078,7,33,813
Random Forest #1:,1000,none,0.9238269347958562,0.9511988117971568,0.8765484835540367,0.8929794520547946,0.8108108108108109,6,30,813
Random Forest #1:,1000,none,0.9228790033177602,0.952365796732442,0.8692866296454507,0.8959760273972602,0.7882882882882883,8,35,813
Random Forest #1:,1000,none,0.9247071568826596,0.9524718862720136,0.8765484835540367,0.896404109589041,0.8003003003003003,8,29,813
Random Forest #1:,1000,none,0.9269415667953144,0.9530023339698706,0.8829560017086715,0.8934075342465754,0.8303303303303303,6,27,813
SVM #3: RBF,1000,none,0.8873315728891598,0.9561850201570126,0.6932934643314823,0.8818493150684932,0.6141141141141141,7,107,813
SVM #3: RBF,1000,none,0.8856388381068454,0.9561850201570126,0.6821870995301154,0.8827054794520548,0.6126126126126126,7,106,813
SVM #3: RBF,1000,none,0.8859096756720157,0.9561850201570126,0.6851772746689448,0.8801369863013698,0.6171171171171171,8,109,813
SVM #3: RBF,1000,none,0.8857742568894306,0.9559728410778696,0.68859461768475,0.8818493150684932,0.5990990990990991,7,108,813
SVM #3: RBF,1000,none,0.8837429751506534,0.9551241247612984,0.6770610850064075,0.8792808219178082,0.6156156156156156,8,115,813
SVM #3: RBF,1000,none,0.8875347010630374,0.9544875875238702,0.6975651431012387,0.8852739726027398,0.6156156156156156,7,106,813
SVM #3: RBF,1000,none,0.886654478976234,0.9585189900275832,0.6736437419906023,0.8874143835616438,0.6156156156156156,6,112,813
SVM #3: RBF,1000,none,0.8874669916717449,0.957352005092298,0.6932934643314823,0.8839897260273972,0.5930930930930931,6,107,813
SVM #3: RBF,1000,none,0.8868576071501117,0.9557606619987268,0.6932934643314823,0.879708904109589,0.6171171171171171,7,104,813
SVM #3: RBF,1000,none,0.887128444715282,0.95979206450244,0.6804784280222127,0.8831335616438356,0.5990990990990991,6,110,813
KNN #2: K = 5,1000,none,0.9232852596655156,0.9413324846170168,0.9017513882956002,0.903681506849315,0.8123123123123123,8,15,813
KNN #2: K = 5,1000,none,0.9184101834924504,0.9373010821133037,0.8906450234942332,0.8972602739726028,0.8228228228228228,7,19,813
KNN #2: K = 5,1000,none,0.9197643713183018,0.9364523657967324,0.8897906877402819,0.9032534246575342,0.8468468468468469,7,16,813
KNN #2: K = 5,1000,none,0.920983140361568,0.9391046042860174,0.8906450234942332,0.903681506849315,0.8318318318318318,9,18,813
KNN #2: K = 5,1000,none,0.923691516013271,0.9401654996817314,0.8949167022639898,0.9075342465753424,0.8483483483483484,7,13,813
KNN #2: K = 5,1000,none,0.9197643713183018,0.9367706344154466,0.8906450234942332,0.8998287671232876,0.8513513513513513,7,16,813
KNN #2: K = 5,1000,none,0.9192226961879612,0.935815828559304,0.897052541648868,0.898972602739726,0.8333333333333334,9,18,813
KNN #2: K = 5,1000,none,0.9205768840138128,0.939528962444303,0.8897906877402819,0.9011130136986302,0.8288288288288288,8,18,813
KNN #2: K = 5,1000,none,0.9203060464486424,0.9380437088903034,0.8936351986330628,0.8972602739726028,0.8438438438438438,7,17,813
KNN #2: K = 5,1000,none,0.919425824361839,0.9410142159983026,0.8914993592481846,0.8951198630136986,0.7972972972972973,11,24,813
Logistic Regression #6: Elasticnet ratio=0.25,1000,none,0.7680276254316474,0.9429238277105876,0.4600598035027766,0.5111301369863014,0.2762762762762762,3,367,813
Logistic Regression #6: Elasticnet ratio=0.25,1000,none,0.772361026474372,0.9454699766603012,0.4630499786416061,0.514554794520548,0.3138138138138138,2,359,813
Logistic Regression #6: Elasticnet ratio=0.25,1000,none,0.7717516419527388,0.94536388712073,0.4643314822725331,0.5132705479452054,0.3018018018018018,3,360,813
Logistic Regression #6: Elasticnet ratio=0.25,1000,none,0.7702620353443023,0.9431360067897304,0.4574967962409227,0.5188356164383562,0.3048048048048048,3,363,813
Logistic Regression #6: Elasticnet ratio=0.25,1000,none,0.7695849414313766,0.9428177381710164,0.4596326356258009,0.5196917808219178,0.2837837837837837,5,360,813
Logistic Regression #6: Elasticnet ratio=0.25,1000,none,0.7699234883878394,0.9434542754084448,0.4553609568560444,0.5162671232876712,0.3093093093093093,4,360,813
Logistic Regression #6: Elasticnet ratio=0.25,1000,none,0.7707360010833503,0.9455760661998728,0.4621956428876548,0.5158390410958904,0.2747747747747748,2,364,813
Logistic Regression #6: Elasticnet ratio=0.25,1000,none,0.7691786850836211,0.9451517080415872,0.4604869713797522,0.5141267123287672,0.2582582582582582,4,365,813
Logistic Regression #6: Elasticnet ratio=0.25,1000,none,0.7693818132574988,0.9452577975811584,0.4549337889790688,0.511986301369863,0.2882882882882883,3,365,813
Logistic Regression #6: Elasticnet ratio=0.25,1000,none,0.770939129257228,0.94462126034373,0.4562152926099957,0.5171232876712328,0.3093093093093093,2,362,813
Random Forest #1:,2000,none,0.920035208883472,0.952577975811585,0.8624519436138403,0.8934075342465754,0.7552552552552553,4,36,813
Random Forest #1:,2000,none,0.9229467127090528,0.9532145130490134,0.8611704399829133,0.9028253424657534,0.7822822822822822,6,29,813
Random Forest #1:,2000,none,0.9217279436657864,0.953426692128156,0.8654421187526699,0.8972602739726028,0.7567567567567568,6,31,813
Random Forest #1:,2000,none,0.9202383370573498,0.950986632718014,0.8671507902605724,0.8959760273972602,0.7567567567567568,7,29,813
Random Forest #1:,2000,none,0.9196289525357167,0.9518353490345852,0.8586074327210593,0.8981164383561644,0.7537537537537538,6,32,813
Random Forest #1:,2000,none,0.9192226961879612,0.9514109908762995,0.859034600598035,0.8951198630136986,0.7597597597597597,7,32,813
Random Forest #1:,2000,none,0.9171237050578916,0.9493952896244432,0.8551900897052541,0.8959760273972602,0.7522522522522522,7,36,813
Random Forest #1:,2000,none,0.921321687318031,0.953638871207299,0.8598889363519864,0.896832191780822,0.7657657657657657,5,29,813
Random Forest #1:,2000,none,0.9216602342744938,0.9507744536388713,0.8658692866296455,0.901541095890411,0.7762762762762763,6,31,813
Random Forest #1:,2000,none,0.9175299614056468,0.9482283046891576,0.8611704399829133,0.896404109589041,0.7552552552552553,6,30,813
SVM #3: RBF,2000,none,0.8834721375854832,0.9585189900275832,0.7026911576249466,0.8403253424657534,0.6081081081081081,5,87,813
SVM #3: RBF,2000,none,0.8848940348026271,0.9574580946318691,0.7103801794105084,0.8471746575342466,0.6036036036036037,5,84,813
SVM #3: RBF,2000,none,0.8812377276728283,0.9571398260131552,0.6962836394703118,0.8369006849315068,0.6126126126126126,6,89,813
SVM #3: RBF,2000,none,0.8815085652379985,0.9580946318692976,0.6941478000854335,0.8394691780821918,0.6036036036036037,6,91,813
SVM #3: RBF,2000,none,0.8817794028031688,0.9571398260131552,0.6992738146091414,0.8398972602739726,0.6036036036036037,4,88,813
SVM #3: RBF,2000,none,0.883336718802898,0.957670273711012,0.7086715079026057,0.8377568493150684,0.6051051051051051,5,86,813
SVM #3: RBF,2000,none,0.8832690094116054,0.956291109696584,0.7103801794105084,0.8407534246575342,0.6066066066066066,6,83,813
SVM #3: RBF,2000,none,0.8844877784548717,0.9557606619987268,0.710807347287484,0.8480308219178082,0.6141141141141141,6,80,813
SVM #3: RBF,2000,none,0.8819825309770465,0.956291109696584,0.7039726612558735,0.8398972602739726,0.6036036036036037,8,87,813
SVM #3: RBF,2000,none,0.882388787324802,0.9578824527901548,0.6962836394703118,0.8416095890410958,0.6111111111111112,7,89,813
KNN #2: K = 5,2000,none,0.916717448710136,0.936876723955018,0.8846646732165742,0.9002568493150684,0.8018018018018018,10,25,813
KNN #2: K = 5,2000,none,0.9187487304489133,0.9401654996817314,0.8906450234942332,0.8921232876712328,0.8078078078078078,13,22,813
KNN #2: K = 5,2000,none,0.9161757735797956,0.936346276257161,0.8825288338316959,0.9011130136986302,0.8018018018018018,12,27,813
KNN #2: K = 5,2000,none,0.9161757735797956,0.9361340971780182,0.8923536950021358,0.896404109589041,0.7867867867867868,11,25,813
KNN #2: K = 5,2000,none,0.919561243144424,0.9401654996817314,0.8863733447244767,0.8981164383561644,0.8198198198198198,10,20,813
KNN #2: K = 5,2000,none,0.9134673979280926,0.9344366645448758,0.8816744980777446,0.8912671232876712,0.8063063063063063,13,25,813
KNN #2: K = 5,2000,none,0.916108064188503,0.936558455336304,0.8868005126014523,0.8934075342465754,0.8093093093093093,11,22,813
KNN #2: K = 5,2000,none,0.9174622520143544,0.9377254402715892,0.8855190089705254,0.8981164383561644,0.8108108108108109,11,23,813
KNN #2: K = 5,2000,none,0.91576951723204,0.9375132611924464,0.8850918410935498,0.8882705479452054,0.8123123123123123,12,26,813
KNN #2: K = 5,2000,none,0.9180716365359876,0.94005941014216,0.8833831695856471,0.8921232876712328,0.8198198198198198,10,22,813
Logistic Regression #6: Elasticnet ratio=0.25,2000,none,0.7617983614327307,0.9328453214513048,0.5019222554463905,0.4837328767123288,0.2297297297297297,2,388,813
Logistic Regression #6: Elasticnet ratio=0.25,2000,none,0.7643036089105559,0.9340123063865904,0.5006407518154635,0.4888698630136986,0.2552552552552553,3,384,813
Logistic Regression #6: Elasticnet ratio=0.25,2000,none,0.762069198997901,0.932633142372162,0.49508756941478,0.488013698630137,0.2477477477477477,2,387,813
Logistic Regression #6: Elasticnet ratio=0.25,2000,none,0.7622723271717787,0.9334818586887332,0.4972234087996582,0.480736301369863,0.2582582582582582,3,387,813
Logistic Regression #6: Elasticnet ratio=0.25,2000,none,0.7627462929108267,0.9340123063865904,0.50491243058522,0.4828767123287671,0.2267267267267267,2,387,813
Logistic Regression #6: Elasticnet ratio=0.25,2000,none,0.7634233868237524,0.9349671122427328,0.4929517300299017,0.4884417808219178,0.2507507507507507,2,388,813
Logistic Regression #6: Elasticnet ratio=0.25,2000,none,0.7618660708240232,0.9306174411203056,0.5023494233233661,0.4863013698630137,0.2522522522522522,2,385,813
Logistic Regression #6: Elasticnet ratio=0.25,2000,none,0.7650484122147742,0.9346488436240188,0.496369073045707,0.4935787671232877,0.2612612612612612,2,383,813
Logistic Regression #6: Elasticnet ratio=0.25,2000,none,0.7628817116934119,0.935815828559304,0.4916702263989748,0.480736301369863,0.2582582582582582,3,389,813
Logistic Regression #6: Elasticnet ratio=0.25,2000,none,0.7638973525628004,0.9345427540844472,0.4925245621529261,0.4892979452054795,0.2657657657657657,2,384,813
Random Forest #1:,5000,none,0.784548716907035,0.8521111818374708,0.729175565997437,0.7226027397260274,0.2402402402402402,36,178,813
Random Forest #1:,5000,none,0.7820434694292099,0.8455336303840442,0.7214865442118753,0.7448630136986302,0.2267267267267267,46,179,813
Random Forest #1:,5000,none,0.7722256076917868,0.8331211542541905,0.7090986757795814,0.7461472602739726,0.2237237237237237,52,175,813
Random Forest #1:,5000,none,0.7843455887331573,0.8423509441969022,0.7436992738146091,0.7491438356164384,0.2297297297297297,50,162,813
Random Forest #1:,5000,none,0.7827205633421356,0.8470188839380437,0.7270397266125588,0.7303082191780822,0.2522522522522522,48,179,813
Random Forest #1:,5000,none,0.7792673843862143,0.8458518990027584,0.7133703545493378,0.7298801369863014,0.2417417417417417,45,185,813
Random Forest #1:,5000,none,0.7763558805606338,0.8378951835349034,0.7078171721486545,0.7461472602739726,0.2522522522522522,51,174,813
Random Forest #1:,5000,none,0.7790642562123367,0.8486102270316147,0.6945749679624093,0.7414383561643836,0.2237237237237237,37,191,813
Random Forest #1:,5000,none,0.7855643577764236,0.8494589433481858,0.7300299017513883,0.7495719178082192,0.2027027027027027,42,176,813
Random Forest #1:,5000,none,0.7831945290811836,0.8405474220241884,0.7479709525843656,0.7410102739726028,0.2432432432432432,45,158,813
SVM #3: RBF,5000,none,0.4529758277473085,0.3671758964566093,0.6168304143528407,0.7641267123287672,0.0,2,304,813
SVM #3: RBF,5000,none,0.4529758277473085,0.3721621048164651,0.6416061512174285,0.7191780821917808,0.0,2,308,813
SVM #3: RBF,5000,none,0.4564290067032297,0.3642053893486102,0.6586928662964545,0.7559931506849316,0.0,2,291,813
SVM #3: RBF,5000,none,0.4512153835737016,0.3562486738807554,0.6407518154634771,0.7731164383561644,0.0,3,292,813
SVM #3: RBF,5000,none,0.464621843049631,0.3826649692340335,0.6420333190944041,0.75,0.0,4,299,813
SVM #3: RBF,5000,none,0.4554810752251337,0.3766178654784638,0.6117043998291328,0.7470034246575342,0.0,1,309,813
SVM #3: RBF,5000,none,0.4626582707021464,0.38011882028432,0.6313541221700129,0.7585616438356164,0.0,1,298,813
SVM #3: RBF,5000,none,0.457173810007448,0.3683428813918947,0.6398974797095258,0.7628424657534246,0.0,2,293,813
SVM #3: RBF,5000,none,0.4621165955718058,0.3798005516656058,0.6258009397693294,0.761986301369863,0.0,0,299,813
SVM #3: RBF,5000,none,0.4639447491367052,0.3942287290473159,0.618966253737719,0.7221746575342466,0.0,2,314,813
KNN #2: K = 5,5000,none,0.7674859503013068,0.8365160195204753,0.6898761213156771,0.7320205479452054,0.1876876876876876,31,195,813
KNN #2: K = 5,5000,none,0.7739860518653937,0.8437301082113303,0.6762067492524562,0.7461472602739726,0.2282282282282282,41,190,813
KNN #2: K = 5,5000,none,0.7785225810819961,0.8504137492043284,0.6753524134985049,0.7538527397260274,0.2102102102102102,37,188,813
KNN #2: K = 5,5000,none,0.7659963436928702,0.8370464672183323,0.6864587782998719,0.726027397260274,0.1801801801801801,33,205,813
KNN #2: K = 5,5000,none,0.7775746496039001,0.8412900488011882,0.7018368218709953,0.7538527397260274,0.2252252252252252,32,182,813
KNN #2: K = 5,5000,none,0.7779809059516555,0.8471249734776151,0.6971379752242631,0.7410102739726028,0.2132132132132132,28,197,813
KNN #2: K = 5,5000,none,0.7853612296025458,0.8470188839380437,0.7099530115335326,0.7803938356164384,0.1951951951951951,32,174,813
KNN #2: K = 5,5000,none,0.785022682646083,0.8583704646721834,0.7031183255019222,0.7350171232876712,0.2102102102102102,30,192,813
KNN #2: K = 5,5000,none,0.7756787866477081,0.842563123276045,0.7035454933788979,0.7388698630136986,0.2117117117117117,32,186,813
KNN #2: K = 5,5000,none,0.7779809059516555,0.840441332484617,0.7257582229816317,0.740154109589041,0.2102102102102102,32,181,813
Logistic Regression #6: Elasticnet ratio=0.25,5000,none,0.3250050782043469,0.2712709526840653,0.3835967535241349,0.5757705479452054,0.0,0,474,813
Logistic Regression #6: Elasticnet ratio=0.25,5000,none,0.3489742027219175,0.305537873965627,0.4331482272533105,0.5393835616438356,0.0,0,464,813
